run;scenario;line;cand_id;kind;start_id;end_id;nodes;arcs;path_len;delta_len_vs_nom;unit_repl_cost_per_freq;selected;freq
3;0;15;0;nominal;14;1;14,11,12,3,1;"14->11;11->12;12->3;3->1";8.0;0.0;0.0;1;1
3;0;16;0;nominal;6;19;6,5,9,10,15,19;"6->5;5->9;9->10;10->15;15->19";9.0;0.0;0.0;1;1
3;0;16;1;alt;6;19;6,8,16,17,19;"6->8;8->16;16->17;17->19";5.0;14.0;168.0;0;0
3;0;17;0;nominal;19;6;19,15,10,9,5,6;"19->15;15->10;10->9;9->5;5->6";9.0;0.0;0.0;1;1
3;0;17;1;alt;19;6;19,17,16,8,6;"19->17;17->16;16->8;8->6";5.0;14.0;168.0;0;0
3;0;18;0;base;8;23;8,16,10,15,14,23;"8->16;16->10;10->15;15->14;14->23";8.8;8.8;105.60000000000001;0;0
3;0;18;1;detour;8;23;8,16,10,15,22,23;"8->16;16->10;10->15;15->22;22->23";8.8;11.2;134.39999999999998;0;0
3;0;18;2;detour;8;23;8,16,17,19,15,14,23;"8->16;16->17;17->19;19->15;15->14;14->23";8.8;12.8;153.60000000000002;0;0
3;0;18;3;detour;8;23;8,9,10,15,14,23;"8->9;9->10;10->15;15->14;14->23";8.8;15.2;182.39999999999998;1;1
3;0;19;0;base;23;8;23,14,15,10,16,8;"23->14;14->15;15->10;10->16;16->8";8.8;8.8;105.60000000000001;1;1
3;0;19;1;detour;23;8;23,14,15,10,9,8;"23->14;14->15;15->10;10->9;9->8";8.8;15.2;182.39999999999998;0;0
3;0;19;2;detour;23;8;23,14,15,19,17,16,8;"23->14;14->15;15->19;19->17;17->16;16->8";8.8;12.8;153.60000000000002;0;0
3;0;19;3;detour;23;8;23,22,15,10,16,8;"23->22;22->15;15->10;10->16;16->8";8.8;11.2;134.39999999999998;0;0
3;0;20;0;nominal;22;8;22,20,18,7,8;"22->20;20->18;18->7;7->8";11.52;0.0;0.0;0;0
3;0;20;1;alt;22;8;22,15,19,17,16,8;"22->15;15->19;19->17;17->16;16->8";7.0;18.52;222.24;0;0
3;0;20;2;alt;22;8;22,15,10,9,8;"22->15;15->10;10->9;9->8";7.0;18.52;222.24;0;0
3;0;21;0;nominal;8;22;8,7,18,20,22;"8->7;7->18;18->20;20->22";11.52;0.0;0.0;0;0
3;0;21;1;alt;8;22;8,9,10,15,22;"8->9;9->10;10->15;15->22";7.0;18.52;222.24;0;0
3;0;21;2;alt;8;22;8,16,17,19,15,22;"8->16;16->17;17->19;19->15;15->22";7.0;18.52;222.24;0;0
3;0;22;0;nominal;13;2;13,12,3,1,2;"13->12;12->3;3->1;1->2";14.600000000000001;0.0;0.0;0;0
3;0;23;0;nominal;2;13;2,1,3,12,13;"2->1;1->3;3->12;12->13";14.600000000000001;0.0;0.0;0;0
3;0;24;0;nominal;8;21;8,16,17,19,15,22,21;"8->16;16->17;17->19;19->15;15->22;22->21";8.6;0.0;0.0;1;1
3;0;25;0;nominal;21;8;21,22,15,19,17,16,8;"21->22;22->15;15->19;19->17;17->16;16->8";8.6;0.0;0.0;1;1
3;0;26;0;nominal;14;10;14,15,19,17,10;"14->15;15->19;19->17;17->10";7.53;0.0;0.0;1;2
3;0;26;1;alt;14;10;14,15,10;"14->15;15->10";4.4;8.33;99.96000000000001;0;0
3;0;27;0;nominal;10;14;10,17,19,15,14;"10->17;17->19;19->15;15->14";7.53;0.0;0.0;1;2
3;0;27;1;alt;10;14;10,15,14;"10->15;15->14";4.4;8.33;99.96000000000001;0;0
3;1;0;0;nominal;12;18;12,11,10,16,18;"12->11;11->10;10->16;16->18";7.4;0.0;0.0;1;4
3;1;1;0;nominal;18;12;18,16,10,11,12;"18->16;16->10;10->11;11->12";7.4;0.0;0.0;1;4
3;1;2;0;base;2;20;2,6,8,9,10,17,19,20;"2->6;6->8;8->9;9->10;10->17;17->19;19->20";12.33;7.93;95.16;1;3
3;1;2;1;detour;2;20;2,6,8,7,18,20;"2->6;6->8;8->7;7->18;18->20";11.559999999999999;15.559999999999999;186.71999999999997;0;0
3;1;2;2;detour;2;20;2,6,5,9,10,17,19,20;"2->6;6->5;5->9;9->10;10->17;17->19;19->20";12.33;10.33;123.96000000000001;0;0
3;1;2;3;detour;2;20;2,6,8,7,18,16,17,19,20;"2->6;6->8;8->7;7->18;18->16;16->17;17->19;19->20";13.2;6.4;76.80000000000001;0;0
3;1;2;4;detour;2;20;2,1,3,4,5,9,10,17,19,20;"2->1;1->3;3->4;4->5;5->9;9->10;10->17;17->19;19->20";19.13;19.93;239.16;0;0
3;1;3;0;base;20;2;20,19,17,10,9,8,6,2;"20->19;19->17;17->10;10->9;9->8;8->6;6->2";12.33;7.93;95.16;0;0
3;1;3;1;detour;20;2;20,19,17,10,9,5,6,2;"20->19;19->17;17->10;10->9;9->5;5->6;6->2";12.33;10.33;123.96000000000001;0;0
3;1;3;2;detour;20;2;20,19,17,16,18,7,8,6,2;"20->19;19->17;17->16;16->18;18->7;7->8;8->6;6->2";13.2;6.4;76.80000000000001;1;3
3;1;3;3;detour;20;2;20,19,17,10,9,5,4,3,1,2;"20->19;19->17;17->10;10->9;9->5;5->4;4->3;3->1;1->2";19.13;19.93;239.16;0;0
3;1;3;4;ksp;20;2;20,18,7,8,6,2;"20->18;18->7;7->8;8->6;6->2";11.559999999999999;15.559999999999999;186.71999999999997;0;0
3;1;4;0;nominal;3;18;3,4,5,9,8,7,18;"3->4;4->5;5->9;9->8;8->7;7->18";9.8;0.0;0.0;1;1
3;1;5;0;nominal;18;3;18,7,8,9,5,4,3;"18->7;7->8;8->9;9->5;5->4;4->3";9.8;0.0;0.0;1;1
3;1;6;0;nominal;1;24;1,3,4,11,14,23,24;"1->3;3->4;4->11;11->14;14->23;23->24";10.8;0.0;0.0;1;4
3;1;7;0;nominal;24;1;24,23,14,11,4,3,1;"24->23;23->14;14->11;11->4;4->3;3->1";10.8;0.0;0.0;1;4
3;1;8;0;nominal;10;23;10,15,22,23;"10->15;15->22;22->23";5.6;0.0;0.0;1;2
3;1;9;0;nominal;23;10;23,22,15,10;"23->22;22->15;15->10";5.6;0.0;0.0;1;2
3;1;10;0;nominal;13;20;13,24,21,20;"13->24;24->21;21->20";5.4;0.0;0.0;1;2
3;1;11;0;nominal;20;13;20,21,24,13;"20->21;21->24;24->13";5.4;0.0;0.0;1;2
3;1;12;0;nominal;12;7;12,11,10,9,8,7;"12->11;11->10;10->9;9->8;8->7";8.6;0.0;0.0;1;1
3;1;13;0;nominal;7;12;7,8,9,10,11,12;"7->8;8->9;9->10;10->11;11->12";8.6;0.0;0.0;1;1
3;1;14;0;nominal;1;14;1,3,12,11,14;"1->3;3->12;12->11;11->14";8.0;0.0;0.0;0;0
3;1;15;0;nominal;14;1;14,11,12,3,1;"14->11;11->12;12->3;3->1";8.0;0.0;0.0;0;0
3;1;16;0;nominal;6;19;6,5,9,10,15,19;"6->5;5->9;9->10;10->15;15->19";9.0;0.0;0.0;0;0
3;1;17;0;nominal;19;6;19,15,10,9,5,6;"19->15;15->10;10->9;9->5;5->6";9.0;0.0;0.0;0;0
3;1;18;0;base;8;23;8,9,10,11,14,23;"8->9;9->10;10->11;11->14;14->23";8.8;6.4;76.80000000000001;0;0
3;1;18;1;detour;8;23;8,9,10,15,22,23;"8->9;9->10;10->15;15->22;22->23";8.8;17.6;211.20000000000002;0;0
3;1;18;2;detour;8;23;8,9,10,15,14,23;"8->9;9->10;10->15;15->14;14->23";8.8;15.2;182.39999999999998;0;0
3;1;18;3;detour;8;23;8,6,5,4,11,14,23;"8->6;6->5;5->4;4->11;11->14;14->23";11.2;12.4;148.8;0;0
3;1;18;4;detour;8;23;8,6,5,9,10,11,14,23;"8->6;6->5;5->9;9->10;10->11;11->14;14->23";11.2;8.8;105.60000000000001;1;2
3;1;19;0;base;23;8;23,14,11,10,9,8;"23->14;14->11;11->10;10->9;9->8";8.8;6.4;76.80000000000001;0;0
3;1;19;1;detour;23;8;23,14,15,10,9,8;"23->14;14->15;15->10;10->9;9->8";8.8;15.2;182.39999999999998;0;0
3;1;19;2;detour;23;8;23,14,11,10,9,5,6,8;"23->14;14->11;11->10;10->9;9->5;5->6;6->8";11.2;8.8;105.60000000000001;1;2
3;1;19;3;detour;23;8;23,14,11,4,5,6,8;"23->14;14->11;11->4;4->5;5->6;6->8";11.2;12.4;148.8;0;0
3;1;19;4;ksp;23;8;23,22,15,10,9,8;"23->22;22->15;15->10;10->9;9->8";8.8;17.6;211.20000000000002;0;0
3;1;20;0;nominal;22;8;22,20,18,7,8;"22->20;20->18;18->7;7->8";11.52;0.0;0.0;1;1
3;1;20;1;alt;22;8;22,15,10,9,8;"22->15;15->10;10->9;9->8";7.0;18.52;222.24;0;0
3;1;21;0;nominal;8;22;8,7,18,20,22;"8->7;7->18;18->20;20->22";11.52;0.0;0.0;1;1
3;1;21;1;alt;8;22;8,9,10,15,22;"8->9;9->10;10->15;15->22";7.0;18.52;222.24;0;0
3;1;22;0;nominal;13;2;13,12,3,1,2;"13->12;12->3;3->1;1->2";14.600000000000001;0.0;0.0;1;1
3;1;23;0;nominal;2;13;2,1,3,12,13;"2->1;1->3;3->12;12->13";14.600000000000001;0.0;0.0;1;1
3;1;24;0;base;8;21;8,9,10,15,22,21;"8->9;9->10;10->15;15->22;22->21";8.6;11.6;139.2;0;0
3;1;24;1;detour;8;21;8,7,18,20,21;"8->7;7->18;18->20;20->21";10.959999999999999;19.56;234.71999999999997;0;0
3;1;24;2;detour;8;21;8,9,10,17,19,15,22,21;"8->9;9->10;10->17;17->19;19->15;15->22;22->21";11.73;7.93;95.16;0;0
3;1;24;3;detour;8;21;8,7,18,16,17,19,15,22,21;"8->7;7->18;18->16;16->17;17->19;19->15;15->22;22->21";12.6;6.4;76.80000000000001;1;1
3;1;25;0;base;21;8;21,22,15,10,9,8;"21->22;22->15;15->10;10->9;9->8";8.6;11.6;139.2;0;0
3;1;25;1;detour;21;8;21,20,18,7,8;"21->20;20->18;18->7;7->8";10.959999999999999;19.56;234.71999999999997;0;0
3;1;25;2;detour;21;8;21,22,15,19,17,10,9,8;"21->22;22->15;15->19;19->17;17->10;10->9;9->8";11.73;7.93;95.16;1;1
3;1;25;3;detour;21;8;21,22,15,19,17,16,18,7,8;"21->22;22->15;15->19;19->17;17->16;16->18;18->7;7->8";12.6;6.4;76.80000000000001;0;0
3;1;26;0;nominal;14;10;14,15,19,17,10;"14->15;15->19;19->17;17->10";7.53;0.0;0.0;1;1
3;1;26;1;alt;14;10;14,15,10;"14->15;15->10";4.4;8.33;99.96000000000001;0;0
3;1;27;0;nominal;10;14;10,17,19,15,14;"10->17;17->19;19->15;15->14";7.53;0.0;0.0;1;1
3;1;27;1;alt;10;14;10,15,14;"10->15;15->14";4.4;8.33;99.96000000000001;0;0
