source;network;scenario_line_data;procedure;routing_agg;waiting_time_frequency;gap;time_limit;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;num_od;train_capacity;infrastructure_capacity;max_frequency;threads;scenario_infra_id;scenario_prob_id;case_k;case_per_run;case_variants;case_selection;case_p_fail;case_id;case_sweep_row;case_variant_idx;case_edges;case_lines
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1045;1045;2;1;200;line_consecutive;0.5;1045;1;7;17-19,19-20;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1046;1046;2;1;200;line_consecutive;0.5;1046;1;8;3-4,4-5;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1047;1047;2;1;200;line_consecutive;0.5;1047;1;9;4-5,5-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1048;1048;2;1;200;line_consecutive;0.5;1048;1;10;5-9,8-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1049;1049;2;1;200;line_consecutive;0.5;1049;1;11;7-8,8-9;3,7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1050;1050;2;1;200;line_consecutive;0.5;1050;1;12;7-8,7-18;3,11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1051;1051;2;1;200;line_consecutive;0.5;1051;1;13;1-3,3-4;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1052;1052;2;1;200;line_consecutive;0.5;1052;1;14;3-4,4-11;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1053;1053;2;1;200;line_consecutive;0.5;1053;1;15;4-11,11-14;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1054;1054;2;1;200;line_consecutive;0.5;1054;1;16;11-14,14-23;4,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1055;1055;2;1;200;line_consecutive;0.5;1055;1;17;14-23,23-24;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1056;1056;2;1;200;line_consecutive;0.5;1056;1;18;10-15,15-22;5
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1057;1057;2;1;200;line_consecutive;0.5;1057;1;19;15-22,22-23;5
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1058;1058;2;1;200;line_consecutive;0.5;1058;1;20;13-24,21-24;6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1059;1059;2;1;200;line_consecutive;0.5;1059;1;21;20-21,21-24;6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1060;1060;2;1;200;line_consecutive;0.5;1060;1;22;9-10,10-11;7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1061;1061;2;1;200;line_consecutive;0.5;1061;1;23;8-9,9-10;7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1062;1062;2;1;200;line_consecutive;0.5;1062;1;24;1-3,3-12;8,12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1063;1063;2;1;200;line_consecutive;0.5;1063;1;25;3-12,11-12;8
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1064;1064;2;1;200;line_consecutive;0.5;1064;1;26;11-12,11-14;8
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1065;1065;2;1;200;line_consecutive;0.5;1065;1;27;5-6,5-9;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1066;1066;2;1;200;line_consecutive;0.5;1066;1;28;5-9,9-10;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1067;1067;2;1;200;line_consecutive;0.5;1067;1;29;9-10,10-15;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1068;1068;2;1;200;line_consecutive;0.5;1068;1;30;10-15,15-19;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1069;1069;2;1;200;line_consecutive;0.5;1069;1;31;8-16,10-16;10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1070;1070;2;1;200;line_consecutive;0.5;1070;1;32;10-11,11-14;10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1071;1071;2;1;200;line_consecutive;0.5;1071;1;33;18-20,20-22;11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1072;1072;2;1;200;line_consecutive;0.5;1072;1;34;7-18,18-20;11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1073;1073;2;1;200;line_consecutive;0.5;1073;1;35;3-12,12-13;12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1074;1074;2;1;200;line_consecutive;0.5;1074;1;36;1-2,1-3;12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1075;1075;2;1;200;line_consecutive;0.5;1075;1;37;15-19,17-19;13,14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1076;1076;2;1;200;line_consecutive;0.5;1076;1;38;15-19,15-22;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1077;1077;2;1;200;line_consecutive;0.5;1077;1;39;15-22,21-22;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1078;1078;2;1;200;line_consecutive;0.5;1078;1;40;14-15,15-19;14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1079;1079;2;1;200;line_consecutive;0.5;1079;1;41;10-17,17-19;14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1080;1080;3;1;150;line_consecutive;0.5;1080;2;0;10-11,10-16,11-12;1
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1081;1081;3;1;150;line_consecutive;0.5;1081;2;1;10-11,10-16,16-18;1
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1082;1082;3;1;150;line_consecutive;0.5;1082;2;2;2-6,6-8,8-16;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1083;1083;3;1;150;line_consecutive;0.5;1083;2;3;6-8,8-16,16-17;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1084;1084;3;1;150;line_consecutive;0.5;1084;2;4;8-16,16-17,17-19;2,13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1085;1085;3;1;150;line_consecutive;0.5;1085;2;5;16-17,17-19,19-20;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1086;1086;3;1;150;line_consecutive;0.5;1086;2;6;3-4,4-5,5-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1087;1087;3;1;150;line_consecutive;0.5;1087;2;7;4-5,5-9,8-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1088;1088;3;1;150;line_consecutive;0.5;1088;2;8;5-9,7-8,8-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1089;1089;3;1;150;line_consecutive;0.5;1089;2;9;7-8,7-18,8-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1090;1090;3;1;150;line_consecutive;0.5;1090;2;10;1-3,3-4,4-11;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1091;1091;3;1;150;line_consecutive;0.5;1091;2;11;3-4,4-11,11-14;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1092;1092;3;1;150;line_consecutive;0.5;1092;2;12;4-11,11-14,14-23;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1093;1093;3;1;150;line_consecutive;0.5;1093;2;13;11-14,14-23,23-24;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1094;1094;3;1;150;line_consecutive;0.5;1094;2;14;10-15,15-22,22-23;5
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1095;1095;3;1;150;line_consecutive;0.5;1095;2;15;13-24,20-21,21-24;6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1096;1096;3;1;150;line_consecutive;0.5;1096;2;16;9-10,10-11,11-12;7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1097;1097;3;1;150;line_consecutive;0.5;1097;2;17;8-9,9-10,10-11;7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1098;1098;3;1;150;line_consecutive;0.5;1098;2;18;7-8,8-9,9-10;7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1099;1099;3;1;150;line_consecutive;0.5;1099;2;19;1-3,3-12,11-12;8
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1100;1100;3;1;150;line_consecutive;0.5;1100;2;20;3-12,11-12,11-14;8
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1101;1101;3;1;150;line_consecutive;0.5;1101;2;21;5-6,5-9,9-10;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1102;1102;3;1;150;line_consecutive;0.5;1102;2;22;5-9,9-10,10-15;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1103;1103;3;1;150;line_consecutive;0.5;1103;2;23;9-10,10-15,15-19;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1104;1104;3;1;150;line_consecutive;0.5;1104;2;24;8-16,10-11,10-16;10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1105;1105;3;1;150;line_consecutive;0.5;1105;2;25;10-11,10-16,11-14;10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1106;1106;3;1;150;line_consecutive;0.5;1106;2;26;10-11,11-14,14-23;10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1107;1107;3;1;150;line_consecutive;0.5;1107;2;27;7-18,18-20,20-22;11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1108;1108;3;1;150;line_consecutive;0.5;1108;2;28;7-8,7-18,18-20;11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1109;1109;3;1;150;line_consecutive;0.5;1109;2;29;1-3,3-12,12-13;12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1110;1110;3;1;150;line_consecutive;0.5;1110;2;30;1-2,1-3,3-12;12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1111;1111;3;1;150;line_consecutive;0.5;1111;2;31;15-19,16-17,17-19;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1112;1112;3;1;150;line_consecutive;0.5;1112;2;32;15-19,15-22,17-19;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1113;1113;3;1;150;line_consecutive;0.5;1113;2;33;15-19,15-22,21-22;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1114;1114;3;1;150;line_consecutive;0.5;1114;2;34;14-15,15-19,17-19;14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1115;1115;3;1;150;line_consecutive;0.5;1115;2;35;10-17,15-19,17-19;14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1116;1116;4;1;100;line_consecutive;0.5;1116;3;0;10-11,10-16,11-12,16-18;1
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1117;1117;4;1;100;line_consecutive;0.5;1117;3;1;2-6,6-8,8-16,16-17;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1118;1118;4;1;100;line_consecutive;0.5;1118;3;2;6-8,8-16,16-17,17-19;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1119;1119;4;1;100;line_consecutive;0.5;1119;3;3;8-16,16-17,17-19,19-20;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1120;1120;4;1;100;line_consecutive;0.5;1120;3;4;3-4,4-5,5-9,8-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1121;1121;4;1;100;line_consecutive;0.5;1121;3;5;4-5,5-9,7-8,8-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1122;1122;4;1;100;line_consecutive;0.5;1122;3;6;5-9,7-8,7-18,8-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1123;1123;4;1;100;line_consecutive;0.5;1123;3;7;1-3,3-4,4-11,11-14;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;6000;1;2;20;50;200;-5;50;0.75;2;55;50;10;10;16;1124;1124;4;1;100;line_consecutive;0.5;1124;3;8;3-4,4-11,11-14,14-23;4
