source;network;scenario_line_data;procedure;routing_agg;waiting_time_frequency;gap;time_limit;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;num_od;train_capacity;infrastructure_capacity;max_frequency;threads;demand_scale;scenario_infra_id;scenario_prob_id;case_k;case_per_run;case_variants;case_selection;case_p_fail;case_id;case_sweep_row;case_variant_idx;case_edges;case_lines
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1010;1010;1;1;30;line_consecutive;0.5;1010;0;10;7-18;3,11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1011;1011;1;1;30;line_consecutive;0.5;1011;0;11;13-24;6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1012;1012;1;1;30;line_consecutive;0.5;1012;0;12;1-3;4,8,12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1013;1013;1;1;30;line_consecutive;0.5;1013;0;13;18-20;11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1014;1014;1;1;30;line_consecutive;0.5;1014;0;14;23-24;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1015;1015;1;1;30;line_consecutive;0.5;1015;0;15;21-24;6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1016;1016;1;1;30;line_consecutive;0.5;1016;0;16;17-19;2,13,14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1017;1017;1;1;30;line_consecutive;0.5;1017;0;17;21-22;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1018;1018;1;1;30;line_consecutive;0.5;1018;0;18;16-18;1
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1019;1019;1;1;30;line_consecutive;0.5;1019;0;19;5-9;3,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1020;1020;1;1;30;line_consecutive;0.5;1020;0;20;19-20;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1021;1021;1;1;30;line_consecutive;0.5;1021;0;21;8-9;3,7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1022;1022;1;1;30;line_consecutive;0.5;1022;0;22;10-15;5,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1023;1023;1;1;30;line_consecutive;0.5;1023;0;23;2-6;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1024;1024;1;1;30;line_consecutive;0.5;1024;0;24;6-8;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1025;1025;1;1;30;line_consecutive;0.5;1025;0;25;15-19;9,13,14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1026;1026;1;1;30;line_consecutive;0.5;1026;0;26;9-10;7,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1027;1027;1;1;30;line_consecutive;0.5;1027;0;27;14-15;14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1028;1028;1;1;30;line_consecutive;0.5;1028;0;28;15-22;5,13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1029;1029;1;1;30;line_consecutive;0.5;1029;0;29;10-17;14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1030;1030;2;1;30;line_consecutive;0.5;1030;1;0;9-10,10-15;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1031;1031;2;1;30;line_consecutive;0.5;1031;1;1;13-24,21-24;6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1032;1032;2;1;30;line_consecutive;0.5;1032;1;2;10-15,15-22;5
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1033;1033;2;1;30;line_consecutive;0.5;1033;1;3;8-9,9-10;7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1034;1034;2;1;30;line_consecutive;0.5;1034;1;4;15-19,17-19;13,14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1035;1035;2;1;30;line_consecutive;0.5;1035;1;5;17-19,19-20;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1036;1036;2;1;30;line_consecutive;0.5;1036;1;6;2-6,6-8;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1037;1037;2;1;30;line_consecutive;0.5;1037;1;7;8-16,10-16;10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1038;1038;2;1;30;line_consecutive;0.5;1038;1;8;5-9,8-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1039;1039;2;1;30;line_consecutive;0.5;1039;1;9;8-16,16-17;2,13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1040;1040;2;1;30;line_consecutive;0.5;1040;1;10;14-15,15-19;14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1041;1041;2;1;30;line_consecutive;0.5;1041;1;11;15-22,22-23;5
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1042;1042;2;1;30;line_consecutive;0.5;1042;1;12;9-10,10-11;7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1043;1043;2;1;30;line_consecutive;0.5;1043;1;13;10-11,10-16;1,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1044;1044;2;1;30;line_consecutive;0.5;1044;1;14;10-16,16-18;1
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1045;1045;2;1;30;line_consecutive;0.5;1045;1;15;1-2,1-3;12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1046;1046;2;1;30;line_consecutive;0.5;1046;1;16;1-3,3-4;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1047;1047;2;1;30;line_consecutive;0.5;1047;1;17;16-17,17-19;2,13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1048;1048;2;1;30;line_consecutive;0.5;1048;1;18;10-15,15-19;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1049;1049;2;1;30;line_consecutive;0.5;1049;1;19;5-6,5-9;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1050;1050;2;1;30;line_consecutive;0.5;1050;1;20;10-17,17-19;14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1051;1051;2;1;30;line_consecutive;0.5;1051;1;21;14-23,23-24;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1052;1052;2;1;30;line_consecutive;0.5;1052;1;22;15-19,15-22;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1053;1053;2;1;30;line_consecutive;0.5;1053;1;23;18-20,20-22;11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1054;1054;2;1;30;line_consecutive;0.5;1054;1;24;4-5,5-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1055;1055;2;1;30;line_consecutive;0.5;1055;1;25;10-11,11-12;1,7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1056;1056;2;1;30;line_consecutive;0.5;1056;1;26;20-21,21-24;6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1057;1057;2;1;30;line_consecutive;0.5;1057;1;27;7-8,8-9;3,7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1058;1058;2;1;30;line_consecutive;0.5;1058;1;28;3-4,4-5;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;10;0.75;2;50;50;10;10;16;2.7866;1059;1059;2;1;30;line_consecutive;0.5;1059;1;29;3-4,4-11;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1060;1060;1;1;30;line_consecutive;0.5;1060;2;0;16-17;2,13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1061;1061;1;1;30;line_consecutive;0.5;1061;2;1;6-8;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1062;1062;1;1;30;line_consecutive;0.5;1062;2;2;19-20;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1063;1063;1;1;30;line_consecutive;0.5;1063;2;3;7-8;3,7,11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1064;1064;1;1;30;line_consecutive;0.5;1064;2;4;21-22;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1065;1065;1;1;30;line_consecutive;0.5;1065;2;5;7-18;3,11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1066;1066;1;1;30;line_consecutive;0.5;1066;2;6;11-14;4,8,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1067;1067;1;1;30;line_consecutive;0.5;1067;2;7;5-9;3,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1068;1068;1;1;30;line_consecutive;0.5;1068;2;8;10-16;1,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1069;1069;1;1;30;line_consecutive;0.5;1069;2;9;4-5;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1070;1070;1;1;30;line_consecutive;0.5;1070;2;10;10-11;1,7,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1071;1071;1;1;30;line_consecutive;0.5;1071;2;11;1-3;4,8,12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1072;1072;1;1;30;line_consecutive;0.5;1072;2;12;2-6;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1073;1073;1;1;30;line_consecutive;0.5;1073;2;13;11-12;1,7,8
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1074;1074;1;1;30;line_consecutive;0.5;1074;2;14;9-10;7,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1075;1075;1;1;30;line_consecutive;0.5;1075;2;15;3-4;3,4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1076;1076;1;1;30;line_consecutive;0.5;1076;2;16;10-15;5,9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1077;1077;1;1;30;line_consecutive;0.5;1077;2;17;16-18;1
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1078;1078;1;1;30;line_consecutive;0.5;1078;2;18;8-9;3,7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1079;1079;1;1;30;line_consecutive;0.5;1079;2;19;8-16;2,10,13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1080;1080;1;1;30;line_consecutive;0.5;1080;2;20;1-2;12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1081;1081;1;1;30;line_consecutive;0.5;1081;2;21;14-15;14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1082;1082;1;1;30;line_consecutive;0.5;1082;2;22;23-24;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1083;1083;1;1;30;line_consecutive;0.5;1083;2;23;20-22;11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1084;1084;1;1;30;line_consecutive;0.5;1084;2;24;3-12;8,12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1085;1085;1;1;30;line_consecutive;0.5;1085;2;25;15-19;9,13,14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1086;1086;1;1;30;line_consecutive;0.5;1086;2;26;5-6;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1087;1087;1;1;30;line_consecutive;0.5;1087;2;27;13-24;6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1088;1088;1;1;30;line_consecutive;0.5;1088;2;28;18-20;11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1089;1089;1;1;30;line_consecutive;0.5;1089;2;29;20-21;6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1090;1090;2;1;30;line_consecutive;0.5;1090;3;0;20-21,21-24;6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1091;1091;2;1;30;line_consecutive;0.5;1091;3;1;13-24,21-24;6
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1092;1092;2;1;30;line_consecutive;0.5;1092;3;2;15-19,15-22;13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1093;1093;2;1;30;line_consecutive;0.5;1093;3;3;9-10,10-15;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1094;1094;2;1;30;line_consecutive;0.5;1094;3;4;10-17,17-19;14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1095;1095;2;1;30;line_consecutive;0.5;1095;3;5;4-11,11-14;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1096;1096;2;1;30;line_consecutive;0.5;1096;3;6;10-11,11-14;10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1097;1097;2;1;30;line_consecutive;0.5;1097;3;7;5-9,8-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1098;1098;2;1;30;line_consecutive;0.5;1098;3;8;15-19,17-19;13,14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1099;1099;2;1;30;line_consecutive;0.5;1099;3;9;6-8,8-16;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1100;1100;2;1;30;line_consecutive;0.5;1100;3;10;9-10,10-11;7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1101;1101;2;1;30;line_consecutive;0.5;1101;3;11;11-14,14-23;4,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1102;1102;2;1;30;line_consecutive;0.5;1102;3;12;10-15,15-19;9
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1103;1103;2;1;30;line_consecutive;0.5;1103;3;13;7-8,8-9;3,7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1104;1104;2;1;30;line_consecutive;0.5;1104;3;14;4-5,5-9;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1105;1105;2;1;30;line_consecutive;0.5;1105;3;15;8-16,16-17;2,13
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1106;1106;2;1;30;line_consecutive;0.5;1106;3;16;15-22,22-23;5
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1107;1107;2;1;30;line_consecutive;0.5;1107;3;17;17-19,19-20;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1108;1108;2;1;30;line_consecutive;0.5;1108;3;18;3-12,12-13;12
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1109;1109;2;1;30;line_consecutive;0.5;1109;3;19;2-6,6-8;2
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1110;1110;2;1;30;line_consecutive;0.5;1110;3;20;18-20,20-22;11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1111;1111;2;1;30;line_consecutive;0.5;1111;3;21;8-9,9-10;7
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1112;1112;2;1;30;line_consecutive;0.5;1112;3;22;10-11,10-16;1,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1113;1113;2;1;30;line_consecutive;0.5;1113;3;23;7-8,7-18;3,11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1114;1114;2;1;30;line_consecutive;0.5;1114;3;24;7-18,18-20;11
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1115;1115;2;1;30;line_consecutive;0.5;1115;3;25;3-12,11-12;8
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1116;1116;2;1;30;line_consecutive;0.5;1116;3;26;3-4,4-5;3
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1117;1117;2;1;30;line_consecutive;0.5;1117;3;27;1-3,3-4;4
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1118;1118;2;1;30;line_consecutive;0.5;1118;3;28;10-15,15-22;5
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;20;0.75;2;50;50;10;10;16;2.7866;1119;1119;2;1;30;line_consecutive;0.5;1119;3;29;14-15,15-19;14
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;2.7866;1120;1120;1;1;30;line_consecutive;0.5;1120;4;0;10-11;1,7,10
lintim;SiouxFalls;SiouxFalls;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;2.7866;1121;1121;1;1;30;line_consecutive;0.5;1121;4;1;10-16;1,10
