run;scenario;line;cand_id;kind;start_id;end_id;nodes;arcs;path_len;delta_len_vs_nom;unit_repl_cost_per_freq;selected;freq
1;1;0;3;detour;2;22;2,25,21,8,28,11,22;"2->25;25->21;21->8;8->28;28->11;11->22";25.0;28.0;5600.0;0;0
1;1;0;4;detour;2;22;2,4,25,8,28,11,22;"2->4;4->25;25->8;8->28;28->11;11->22";25.0;28.0;5600.0;0;0
1;1;1;0;base;22;2;22,11,28,8,25,2;"22->11;11->28;28->8;8->25;25->2";24.0;17.0;3400.0;1;10
1;1;1;1;detour;22;2;22,11,28,8,25,4,2;"22->11;11->28;28->8;8->25;25->4;4->2";25.0;28.0;5600.0;0;0
1;1;1;2;detour;22;2;22,11,28,8,21,25,2;"22->11;11->28;28->8;8->21;21->25;25->2";25.0;28.0;5600.0;0;0
1;1;1;3;detour;22;2;22,11,17,8,25,2;"22->11;11->17;17->8;8->25;25->2";25.0;18.0;3600.0;0;0
1;1;1;4;ksp;22;2;22,7,17,8,25,2;"22->7;7->17;17->8;8->25;25->2";25.0;28.0;5600.0;0;0
1;1;2;0;nominal;2;14;2,4,12,18,23,1,14;"2->4;4->12;12->18;18->23;23->1;1->14";23.0;0.0;0.0;1;19
1;1;3;0;nominal;14;2;14,1,23,18,12,4,2;"14->1;1->23;23->18;18->12;12->4;4->2";23.0;0.0;0.0;1;19
1;1;4;0;nominal;9;30;9,13,1,29,17,28,30;"9->13;13->1;1->29;29->17;17->28;28->30";26.0;0.0;0.0;1;18
1;1;5;0;nominal;30;9;30,28,17,29,1,13,9;"30->28;28->17;17->29;29->1;1->13;13->9";26.0;0.0;0.0;1;18
1;1;6;0;nominal;6;20;6,7,14,19,20;"6->7;7->14;14->19;19->20";20.0;0.0;0.0;1;7
1;1;7;0;nominal;20;6;20,19,14,7,6;"20->19;19->14;14->7;7->6";20.0;0.0;0.0;1;7
1;1;8;0;nominal;24;26;24,15,12,26;"24->15;15->12;12->26";13.0;0.0;0.0;1;16
1;1;9;0;nominal;26;24;26,12,15,24;"26->12;12->15;15->24";13.0;0.0;0.0;1;16
1;1;10;0;nominal;3;5;3,8,5;"3->8;8->5";13.0;0.0;0.0;1;8
1;1;11;0;nominal;5;3;5,8,3;"5->8;8->3";13.0;0.0;0.0;1;8
1;1;12;0;nominal;10;21;10,15,21;"10->15;15->21";8.0;0.0;0.0;1;17
1;1;13;0;nominal;21;10;21,15,10;"21->15;15->10";8.0;0.0;0.0;1;17
1;1;14;0;nominal;6;16;6,16;6->16;6.0;0.0;0.0;0;0
1;1;15;0;nominal;16;6;16,6;16->6;6.0;0.0;0.0;0;0
1;1;16;0;nominal;9;27;9,27;9->27;5.0;0.0;0.0;0;0
1;1;17;0;nominal;27;9;27,9;27->9;5.0;0.0;0.0;0;0
1;1;18;0;nominal;2;6;2,15,8,17,7,6;"2->15;15->8;8->17;17->7;7->6";25.0;0.0;0.0;1;20
1;1;19;0;nominal;6;2;6,7,17,8,15,2;"6->7;7->17;17->8;8->15;15->2";25.0;0.0;0.0;1;20
1;1;20;0;nominal;15;19;15,12,18,23,19;"15->12;12->18;18->23;23->19";14.0;0.0;0.0;1;11
1;1;21;0;nominal;19;15;19,23,18,12,15;"19->23;23->18;18->12;12->15";14.0;0.0;0.0;1;11
1;1;22;0;nominal;3;24;3,8,21,24;"3->8;8->21;21->24";16.0;0.0;0.0;0;0
1;1;23;0;nominal;24;3;24,21,8,3;"24->21;21->8;8->3";16.0;0.0;0.0;0;0
