edge_id;direction;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_16;flow_line_17;flow_line_26;flow_line_27
18;16-10;2.0;46.41999999999999;0.0;46.41999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;10-17;2.33;68.88999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.88999999999999
20;12-11;1.6;150.51;112.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.00999999999998;0.0;0.0;0.0;0.0
3;2-6;1.4;107.82;0.0;0.0;107.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;13-24;1.6;61.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.69;0.0;0.0;0.0;0.0;0.0;0.0
23;11-14;2.6;49.06;0.0;0.0;0.0;0.0;0.0;0.0;23.43;0.0;0.0;0.0;0.0;0.0;25.63;0.0;0.0;0.0;0.0
23;14-11;2.6;58.95999999999985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.95999999999985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;14-15;1.8;45.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.4;0.0
25;14-23;1.2;132.10000000000014;0.0;0.0;0.0;0.0;0.0;0.0;132.10000000000014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;23-14;1.2;19.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;15-19;2.0;23.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.52;0.0
26;19-15;2.0;3.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.55
27;15-22;1.2;98.72000000000016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.72000000000016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;16-17;1.2;70.96000000000001;0.0;0.0;70.96000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;17-16;1.2;97.85;0.0;0.0;0.0;97.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;18-16;2.0;33.34;0.0;33.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;19-17;1.4;125.31;0.0;0.0;0.0;100.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.480000000000004;0.0
4;3-4;1.6;123.74000000000001;0.0;0.0;0.0;0.0;37.5;0.0;86.24000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;20-19;2.8;58.53;0.0;0.0;0.0;58.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;21-20;2.0;3.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.55;0.0;0.0;0.0;0.0;0.0;0.0
36;21-24;1.8;56.74000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.74000000000001;0.0;0.0;0.0;0.0;0.0
37;22-23;1.8;72.70000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.70000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;23-22;1.8;44.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;24-23;1.6;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
