edge_id;direction;edge_len;flow_total;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_24;flow_line_25;flow_line_26;flow_line_27
3;2-6;1.4;107.82;107.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;13-24;1.6;61.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;11-14;2.6;115.78999999999989;0.0;0.0;0.0;0.0;93.7099999999999;0.0;0.0;0.0;0.0;0.0;22.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;14-11;2.6;115.18000000000012;0.0;0.0;0.0;0.0;0.0;76.10000000000012;0.0;0.0;0.0;0.0;0.0;39.08;0.0;0.0;0.0;0.0;0.0;0.0
24;14-15;1.8;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
24;15-14;1.8;56.22000000000013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.22000000000013
25;14-23;1.2;144.22999999999988;0.0;0.0;0.0;0.0;144.22999999999988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;23-14;1.2;19.88;0.0;0.0;0.0;0.0;0.0;19.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;15-19;2.0;67.76999999999987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;67.76999999999987;0.0
26;19-15;2.0;12.910000000000139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.910000000000139
27;15-22;1.2;95.17000000000002;0.0;0.0;0.0;0.0;0.0;0.0;70.80000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.370000000000005;0.0;0.0;0.0
27;22-15;1.2;12.12999999999986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.12999999999986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;16-17;1.2;148.23000000000002;148.23000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;17-16;1.2;160.57999999999984;0.0;138.40999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.16999999999987;0.0;0.0
30;17-19;1.4;12.910000000000139;12.910000000000139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;19-17;1.4;169.5599999999999;0.0;124.89507800000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.66492199999986;0.0
4;3-4;1.6;181.68;0.0;0.0;75.0;0.0;106.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;20-19;2.8;54.98000000000002;0.0;54.98000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;21-22;1.6;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0
36;21-24;1.8;22.790000000000013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.790000000000013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;22-23;1.8;90.18;0.0;0.0;0.0;0.0;0.0;0.0;90.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;23-22;1.8;40.36999999999986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.36999999999986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;24-23;1.6;116.05000000000001;0.0;0.0;0.0;0.0;0.0;116.05000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5;12-3;2.4;57.93999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.93999999999998;0.0;0.0;0.0;0.0;0.0;0.0
