edge_id;direction;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_16;flow_line_17;flow_line_18;flow_line_19;flow_line_24;flow_line_25;flow_line_26;flow_line_27
28;17-16;1.2;97.85000000002343;0.0;0.0;0.0;97.85000000002343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;18-16;2.0;53.54000000002382;0.0;53.54000000002382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;19-17;1.4;125.31000000001926;0.0;0.0;0.0;125.31000000001926;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;3-4;1.6;123.74000000000001;0.0;0.0;0.0;0.0;123.74000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;20-19;2.8;54.98000000001926;0.0;0.0;0.0;54.98000000001926;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;21-22;1.6;20.020000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.020000000000003;0.0;0.0
36;21-24;1.8;40.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;22-23;1.8;39.199999999988236;0.0;0.0;0.0;0.0;0.0;0.0;39.199999999988236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;23-22;1.8;14.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;24-23;1.6;133.53000000007867;0.0;0.0;0.0;0.0;0.0;133.53000000007867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
