edge_id;direction;edge_len;flow_total;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_24;flow_line_25;flow_line_26;flow_line_27
15;10-9;1.2;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0
17;10-15;2.6;76.0;0.0;0.0;0.0;0.0;0.0;0.0;38.5;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0
17;15-10;2.6;44.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;6.859999999999999;0.0;0.0;0.0;0.0
19;10-17;2.33;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0
19;17-10;2.33;47.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.21;0.0
20;12-11;1.6;92.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;2-6;1.4;107.82;107.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;13-24;1.6;61.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;11-14;2.6;115.32999999999997;0.0;0.0;0.0;0.0;67.61999999999998;0.0;0.0;0.0;0.0;0.0;47.709999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;14-11;2.6;115.17999999999999;0.0;0.0;0.0;0.0;0.0;112.5;0.0;0.0;0.0;0.0;0.0;2.679999999999996;0.0;0.0;0.0;0.0;0.0;0.0
24;14-15;1.8;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0
24;15-14;1.8;62.45000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.45000000000002
25;14-23;1.2;150.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;23-14;1.2;19.879999999999995;0.0;0.0;0.0;0.0;0.0;19.879999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;15-19;2.0;67.30999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.02;54.28999999999998;0.0
26;19-15;2.0;20.639999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.639999999999997;0.0;0.0;0.0
27;15-22;1.2;84.15999999999997;0.0;0.0;0.0;0.0;0.0;0.0;46.18000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.97999999999997;0.0;0.0;0.0
27;22-15;1.2;11.66999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.66999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;16-17;1.2;155.96;118.46000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0
28;17-16;1.2;160.11999999999995;0.0;122.61999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0
30;17-19;1.4;25.419999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.639999999999997;0.0;0.0;4.780000000000001
30;19-17;1.4;169.09999999999997;0.0;77.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;54.28999999999998;0.0
4;3-4;1.6;181.68;0.0;0.0;69.18;0.0;112.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;19-20;2.8;4.780000000000005;4.780000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;20-19;2.8;54.980000000000004;0.0;54.980000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;20-21;2.0;4.780000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.780000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;21-22;1.6;20.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.02;0.0;0.0
35;22-21;1.6;11.689999999999973;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.689999999999973;0.0;0.0;0.0
36;21-24;1.8;56.73999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.73999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;22-23;1.8;50.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;23-22;1.8;39.90999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.90999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;24-23;1.6;149.99999999999997;0.0;0.0;0.0;0.0;0.0;149.99999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5;12-3;2.4;57.940000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.940000000000005;0.0;0.0;0.0;0.0;0.0;0.0
