edge_id;direction;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_16;flow_line_17;flow_line_20;flow_line_21;flow_line_22;flow_line_23;flow_line_26;flow_line_27
18;10-16;2.0;268.45;268.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;16-10;2.0;74.03;0.0;74.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;10-17;2.33;139.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;139.85
19;17-10;2.33;48.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.14;0.0
20;12-11;1.6;239.34999999999997;239.34999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;13-12;5.4;19.879999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.879999999999995;0.0;0.0;0.0
22;13-24;1.6;41.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;11-14;2.6;49.059999999999995;0.0;0.0;0.0;0.0;49.059999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;14-11;2.6;62.6;0.0;0.0;0.0;0.0;0.0;62.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;14-15;1.8;21.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.88;0.0
25;14-23;1.2;132.1;0.0;0.0;0.0;0.0;132.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;15-19;2.0;28.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.79;0.0
27;15-22;1.2;95.17;0.0;0.0;0.0;0.0;0.0;0.0;95.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;22-15;1.2;28.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;16-18;2.0;24.820000000000007;24.820000000000007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;18-16;2.0;59.53;0.0;59.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;19-17;1.4;75.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.6;0.0
4;3-4;1.6;162.60000000000005;0.0;0.0;50.5;0.0;112.10000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;20-18;5.76;26.190000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.190000000000005;0.0;0.0;0.0;0.0;0.0
33;21-20;2.0;20.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;20-22;2.56;48.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.81;0.0;0.0;0.0;0.0
36;21-24;1.8;40.27000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.27000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;22-23;1.8;72.7;0.0;0.0;0.0;0.0;0.0;0.0;72.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;23-22;1.8;28.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;24-23;1.6;113.65;0.0;0.0;0.0;0.0;0.0;113.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5;3-12;2.4;68.95999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.95999999999997;0.0;0.0
